Time,Demand
0.0,32.483570765056164
0.12531328320802004,29.459671703092763
0.2506265664160401,33.54099254535129
0.37593984962406013,38.06881484415951
0.5012531328320802,29.432574133947575
0.6265664160401002,29.579899645937203
0.7518796992481203,38.790478202536534
0.8771929824561403,34.87103454989211
1.0025062656641603,28.820598606713045
1.1278195488721803,34.008606359787684
1.2531328320802004,29.09936208177187
1.3784461152882206,29.200359814942914
1.5037593984962405,32.842420702901116
1.6290726817042605,22.16000714730241
1.7543859649122806,23.18500060161776
1.8796992481203008,29.069930600914233
2.0050125313283207,26.876835528084257
2.1303258145363406,33.55897686528262
2.2556390977443606,27.480813161387292
2.380952380952381,24.97840870439083
2.506265664160401,39.372360748972994
2.631578947368421,30.90405793492907
2.756892230576441,32.343515199332266
2.882205513784461,24.838703409931625
3.007518796992481,29.180304583979545
3.132832080200501,32.379423132575454
3.258145363408521,25.97491390345901
3.3834586466165413,33.49563259154806
3.508771929824561,28.483157021840515
3.634085213032581,29.878844409697486
3.7593984962406015,28.16135473087887
3.8847117794486214,40.24537266049266
4.010025062656641,30.712066607774826
4.135338345864661,25.26805433760746
4.260651629072681,34.427933715196914
4.385964912280701,23.95124396924594
4.511278195488721,30.821845154477618
4.636591478696742,19.68326205377832
4.761904761904762,22.527046202746416
4.887218045112782,29.821230890014803
5.012531328320802,32.18114426533761
5.137844611528822,28.980878523005334
5.263157894736842,27.1648070568256
5.3884711779448615,25.840818121206034
5.513784461152882,19.54182617682731
5.639097744360902,22.908702734597323
5.764411027568922,23.76422305742622
5.889724310776942,30.899183135315823
6.015037593984962,26.86517441917299
6.140350877192982,15.853478662550396
6.265664160401002,25.79954475530971
6.390977443609022,21.753803432454102
6.516290726817042,19.78516463079683
6.641604010025063,25.71003904489016
6.7669172932330826,27.280740392179847
6.8922305764411025,26.249333337979706
7.017543859649122,16.858063711357737
7.142857142857142,18.964279439307763
7.268170426065162,21.618779233007842
7.393483709273182,24.289212762406127
7.518796992481203,16.46253053000702
7.644110275689223,17.375905464492615
7.769423558897243,12.218209385059627
7.894736842105263,11.21542579613919
8.020050125313283,20.707560626754514
8.145363408521304,22.87750855235506
